transaction_hash,block_number,builder_reward,ethusd_price,from_address,to_address
0x4be44a26a0a0f6dd6d83373bfbd023e385b2b5d5ec4b14ea3bf852d299760dde,19521139,6.13218046,,0x1df2ce7ee67b94de3f8abd206d7fe748fe352b1e,0x2b8bc3f432f5a95aadd0593d39e8bf8a0174b7a4
0x3d8fe7ce0c556778ede44e24a565cdf85eb029f02c910edf9ed9cc68a782ac68,19420950,5.10157837,,0x1df2ce7ee67b94de3f8abd206d7fe748fe352b1e,0x2b8bc3f432f5a95aadd0593d39e8bf8a0174b7a4
0xc1a2ace378487c9fc6d4b9bd5e22245427a5b977249c598c8944b0749601cc84,19349320,5.07360234,,0x1df2ce7ee67b94de3f8abd206d7fe748fe352b1e,0x2b8bc3f432f5a95aadd0593d39e8bf8a0174b7a4
0xf223b7e38191dc2b0bc17f992e543c38ee31425a5f751c2db03840f8b65b3fb4,19371818,3.800331155,,0x1df2ce7ee67b94de3f8abd206d7fe748fe352b1e,0x2b8bc3f432f5a95aadd0593d39e8bf8a0174b7a4
0x98c4d65771d07659fce6ad8f7a7f76145f4010416f31794d9767a2b19e412f0e,19555214,3.11638043,,0x1df2ce7ee67b94de3f8abd206d7fe748fe352b1e,0x2b8bc3f432f5a95aadd0593d39e8bf8a0174b7a4
0x974dea36e6041fd01cf51ff01c7e66321172c62ed8b4ac5083ce879f4819207e,19535220,2.46318979,,0x1df2ce7ee67b94de3f8abd206d7fe748fe352b1e,0x2b8bc3f432f5a95aadd0593d39e8bf8a0174b7a4
0xf77140dd5f1829b9a12b2794bf4dc9a3de07a5c86231d29e40fee613dd15abb2,19413074,2.408768592,,0x1df2ce7ee67b94de3f8abd206d7fe748fe352b1e,0x2b8bc3f432f5a95aadd0593d39e8bf8a0174b7a4
0x53a34575b1bd9d2cdf407d8e67e80c3956a87728111113151a23d46007ae6c76,19527797,2.17285206,,0x1df2ce7ee67b94de3f8abd206d7fe748fe352b1e,0x2b8bc3f432f5a95aadd0593d39e8bf8a0174b7a4
0xc01fede8975f163f0c6333091addb77d451b83d4a7dd82cc4588cbfe2df42219,19536069,2.031596415,,0x1df2ce7ee67b94de3f8abd206d7fe748fe352b1e,0x2b8bc3f432f5a95aadd0593d39e8bf8a0174b7a4
0xd17f946deeadc201fe4b1da3446f4205a0e4acfee8e610a89120680f04640250,19421997,1.812460285,,0x1df2ce7ee67b94de3f8abd206d7fe748fe352b1e,0x2b8bc3f432f5a95aadd0593d39e8bf8a0174b7a4
0xebcc15b671296f96e94cccde57d0aaa023e8321724ef6cc0fa0d1cc6d5e138b2,19376644,1.14707944,,0x1df2ce7ee67b94de3f8abd206d7fe748fe352b1e,0x2b8bc3f432f5a95aadd0593d39e8bf8a0174b7a4
0x7a6e4cb31802d0ff1f46f873fb91f7796e065d30219c57deac43d83406531764,19384959,1.02078068,,0x1df2ce7ee67b94de3f8abd206d7fe748fe352b1e,0x2b8bc3f432f5a95aadd0593d39e8bf8a0174b7a4
0xdbf0862e1f693de9d8dabac9f4dcb0db6ee66cbf49b0789e9217a647a004c549,19485701,1.01756161,,0x1df2ce7ee67b94de3f8abd206d7fe748fe352b1e,0x2b8bc3f432f5a95aadd0593d39e8bf8a0174b7a4
0xedcd2216e37a56f714d14ef5581db871850257862992127e50f5a101c9b8fccb,19429120,0.91804586,,0x1df2ce7ee67b94de3f8abd206d7fe748fe352b1e,0x2b8bc3f432f5a95aadd0593d39e8bf8a0174b7a4
0x2af3866ad95859ef795b28d248d74891cd502b0dd230a32259cb268e27fe0f7f,19407391,0.908958005,,0x1df2ce7ee67b94de3f8abd206d7fe748fe352b1e,0x2b8bc3f432f5a95aadd0593d39e8bf8a0174b7a4
0x7dd893b009efcf7b0c53c9e2efc09ba40d9499048371446f506365abbf58f5a5,19342932,0.83501538,,0x1df2ce7ee67b94de3f8abd206d7fe748fe352b1e,0x2b8bc3f432f5a95aadd0593d39e8bf8a0174b7a4
0x6a0ecf0d8db5abdb5b29bbcaa488459f76b7b06e5a84a0debcf0ccacc29b033b,19527665,0.82435578,,0x1df2ce7ee67b94de3f8abd206d7fe748fe352b1e,0x2b8bc3f432f5a95aadd0593d39e8bf8a0174b7a4
0x8cdb83f7fdbeeadd4875e6fcbc94431ca92d121effedf9ee0ed1aaa6cbeaa90c,19513683,0.764839065,,0x1df2ce7ee67b94de3f8abd206d7fe748fe352b1e,0x2b8bc3f432f5a95aadd0593d39e8bf8a0174b7a4
0x902129217a9192c4a4506a48babe972d335d323c2a221f9c3c7c96cd5c027cae,19341999,0.71988972,,0x1df2ce7ee67b94de3f8abd206d7fe748fe352b1e,0x2b8bc3f432f5a95aadd0593d39e8bf8a0174b7a4
