transaction_hash,block_number,builder_reward,ethusd_price,from_address,to_address
0x0011cea9f3fedf22d53a28e5d285c22650cc68cfb3da491417184a82aa527f0d,19354203,0.00000012559,,0xe8b5f999bd6cf65cf421d15d2d7982c718d72df0,0xdef1c0ded9bec7f1a1670819833240f027b25eff
0x002dac0459d44cce403176dbdb6df5a8339840c6c642968e05a2798474fc9d80,19352464,0.0000898615,,0xffa905939fd2edcbaadcd709ca1da62ee1966e7a,0xc40329d3ae56af6b0757c3fe53941ddcc3d92671
0x00331536b5ab192e5dd1ec4613dcc1e927c065eaea25a582816831fee3c5929f,19347476,0.000345202661522187,,0x46340b20830761efd32832a74d7169b29feb9758,0xdac17f958d2ee523a2206206994597c13d831ec7
0x0033aabea99d81933d458c252d21aba32d3f8c647aa305e064cb27890272c4b6,19453696,0.000114069006,,0xf0bc8fddb1f358cef470d63f96ae65b1d7914953,0xde30da39c46104798bb5aa3fe8b9e0e1f348163f
0x003f5408e50c3145de3050b74f2730b0623bcd85a30226c2e50389fd3751d61a,19354390,0.000090296,,0xae2d4617c862309a3d75a0ffb358c7a5009c673f,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48
0x00416d2e3f451c3d4bc38159b7dfa20330228419dc099175bce8f5d521e1dc19,19354390,0.00004211,,0x053dcbf2d25612b70a8e481bb17f1c109bab2894,0xa9d1e08c7793af67e9d92fe308d5697fb81d3e43
0x004788d4cc45d3719e75facf781aef5094a9c209dee20391a7681a032f9e65a0,19354203,0.00000008475705,,0xbb173896a64d03b89f7198f19840b89b02789b93,0xb52ffb2fc5da23e3f51eb1e9df1c76a314700af1
0x0052ec2680f39f34a777cdf5f661ade0e0009677fd95f26f114e84ba31c41fda,19347476,0.000058009029561,,0x974caa59e49682cda0ad2bbe82983419a2ecc400,0xc8419e4228b8508158d8fd31575c3ed0373b3583
0x0054c61338aef36d8709b0b01e41ec1e0c3a509a04d0c183bbee4b42252ba40a,19447933,0.000058641565941,,0x498b23186f679d05856d31ee122ef8b6df00fff8,0xf5b5db8069a6eea483dbe7632c3dbc3e8fe2ae6d
0x00550183436e07c5d86762ce6e9004e93355bcf8ff16eb966e8b09d700ec9e9f,19399361,0.000693534602402849,,0x75e89d5979e4f6fba9f97c104c2f0afb3f1dcb88,0xdac17f958d2ee523a2206206994597c13d831ec7
0x0069850c180000b62dce590de00d4fb7e298a4ebff1e3a5b409d90003a0140f7,19341253,0.00000004516902,,0x83a1436f60f07f93145a820b83d836cba0c245f7,0xc5fb36dd2fb59d3b98deff88425a3f425ee469ed
0x006a1314edff2c3bde33d4669bf56cfff5b4a913d9007f77ad0823a75ebd32d5,19461330,0.000042,,0x5050f69a9786f081509234f1a7f4684b5e5b76c9,0xff00000000000000000000000000000000008453
0x0076acf49b666cb10c3a976fbf77450b97517657360f2387f1ca4b8c77830064,19352464,0.0000063209,,0x5041ed759dd4afc3a72b8192c143f72f4724081a,0xdac17f958d2ee523a2206206994597c13d831ec7
0x008429433071d0a54fda1b9d69f939f611583a199a68fe43f31c4babadb0cd24,19344275,0.000000021,,0xae9ffd1c604c3ee27454286e73647f70195cd299,0xfb32ed41bae7121139f127da25663852a0ec4a73
0x009132e08b5e3d39d209bd3296e8704e1fc5ea268054048042b8d4f79406d5b3,19380530,0.000042,,0x28c6c06298d514db089934071355e5743bf21d60,0xf182771f6565c9028d6b4ca21875a0f8f18006c9
0x009a8340dbe513ca6aabe9f31e262a891da828d51de37dedea833e0cb86d3ec4,19447933,0.000021055,,0xd037b74e18484c271f846dba726a4bc65fe23d87,0xa9d1e08c7793af67e9d92fe308d5697fb81d3e43
0x00b387769259d9aca89a742da40fbd10d45b57ccfc0a4c640678841c40aeea16,19354433,0.009182375,,0x3527439923a63f8c13cf72b8fe80a77f6e572092,0xa0425d71cb1d6fb80e65a5361a04096e0672de03
0x00b4df4c59fba612e01715a5562bd34b5790b3aea1d6a128868a9626366c4f17,19402799,0.000042,,0x6957cb44acc74df60946b150b8da73e99cb27739,0x808d0aee8db7e7c74faf4b264333afe8c9ccdba4
0x00b657835a77f4b93c42a80c3fd12041c1c360a0203d245da1b04076d41c4d5d,19353530,0.000000437617716272,,0x294c8808c9376051e351f0df30f1cbecc7f9e09a,0x64d5fea7d2d600918b76159285994d6ed218f264
0x00baeddf8cdd0922b8956795a3b57122b970a825ac5bb45d71666fe120b81db3,19344601,0.000259595,,0x167a9333bf582556f35bd4d16a7e80e191aa6476,0x95ad61b0a150d79219dcf64e1e6cc01f0b64c4ce
0x00becca13b8313e8ae8281b0c137d4694b6d93f67a40ae2953fa55f8278a6713,19481862,0.000138327,,0x1b8803fcf13f331cf13dfaa102ecb97ef66ae72f,0xdac17f958d2ee523a2206206994597c13d831ec7
0x00c1c3f314daa8e3d96d70f0b42bf2471ce9b5c7d229852af5657b1b704aff2d,19425329,0.000041309,,0xed2a2dbbfc1227489a07eb01d4469c35f6c7e0f7,0xdac17f958d2ee523a2206206994597c13d831ec7
0x00cbaafbd0e0002e39a2447a165d0f645eb2f7f82867826eeca693dad0992527,19451537,0.000021,,0xb739d0895772dbb71a89a3754a160269068f0d45,0x54d9a3bfef97bde0ff912194d67fa6e39a4d9a20
0x00efcb7089e384c10d8bee5dae6937866940bb7f79b17848b2b756b060949245,19347476,0.0001014398,,0xa03400e098f4421b34a3a44a1b4e571419517687,0xdac17f958d2ee523a2206206994597c13d831ec7
0x00f9574b27273baf95d2fb39b37576643f72c383ca5a8038389b1fd2f788be08,19370526,0.000042,,0xab97925eb84fe0260779f58b7cb08d77dcb1ee2b,0x4bdbcd1c96785b2c6d31caddb4a65bdb48ecff55
0x0121094c262270bb279d922aa1d69941f244dc1affa9e38b7db489709d08bfd8,19381472,0.00010325,,0x6952b0ff1797e2419e13118bb69eae62920558b8,0x29469395eaf6f95920e59f858042f0e28d98a20b
0x0159e9fa2a82bf32357e62cfdcf724f9b5e171ff74360d6c6d13452d59cb7146,19370526,0.000042,,0x70a41429e5ede55f70c727b83629e148259d6852,0x3d676f0377cb12628690bbb454b05106c940dca8
0x016193073d44cc87bc42e09da6803c8d7e66ea26fdf15c6478f0762af284a1ca,19340618,0.000000046492,,0x06b5a04efab652d0f1896602aa3b23b37c272455,0x090185f2135308bad17527004364ebcc2d37e5f6
0x01863c543b9a161fe146cfa9be8f2b905e7533f3400cc15a073c9edd6aa093c3,19380530,0.000038211,,0x13354a8392fc72982758d00dfc6fdbc79c0f8a96,0xc6fecdf760af24095cded954de7d81ab49f8bae1
0x01a300bad5eebd96c9d256679b49cd85173741b749526062a0561d7773d7dcc5,19347476,0.000000047829315422,,0x6089943560b9837bed7635fa1332ef0f50e9cc41,0x95ad61b0a150d79219dcf64e1e6cc01f0b64c4ce
0x01ad7be698bddd672eecb74d7bf9c92da3a0b0d4ef240bfc3d3762048a27e901,19354390,0.000000216002388,,0x8c8d7c46219d9205f056f28fee5950ad564d7465,0x4dcceee4ca9377b8e84883ecbdff20f59c35cdcc
0x01bdcdb57c57b221865b963e7970a0510158ae3b6d8b9f09b9a650a40c9135c1,19409766,0.00005628013461,,0x0f93f2b2faf3ec63d2fa0c6a45a7925af9ae6326,0x974caa59e49682cda0ad2bbe82983419a2ecc400
0x01c5b4e2065e612128c0955c69a6f5286aec77ffd4d4a60aab606fbe8fb2b181,19347513,0.000001163095416496,,0x5055265f42b0e7c2fb11f71da6c2363f5784dd5c,0x2ad9addd0d97ec3cdba27f92bf6077893b76ab0b
0x01c8f6f1eb079fbe647f273b217e69cbd5583f08f7da9cfa9cd7ac6e02a1a77a,19354203,0.000042,,0x28c6c06298d514db089934071355e5743bf21d60,0x1e28561960c82b5d66192dc2049b35062788c551
0x01ca98953d2fc006389b8a387ddd924b1c89acc08c3630d03daaa65fb0e8bb51,19354433,0.000523732287347113,3413.49467397516,0xe75ed6f453c602bd696ce27af11565edc9b46b0d,0x00000000009e50a7ddb7a7b0e2ee6604fd120e49
0x01cf15722aa92132d51918bec0c629470e6ad1c8697279e009acef801af14c42,19353530,0.000000198367554,,0xf93b9556c92504ca47fb8cb26f82aa4a01d8f241,0x19271f91341e0e3086c77b3087f2c1ecdee02a75
0x01f2fb716a869629d534a602f2fd83ce00b7d2221ea3dfdf74f9c8d1ef6468ff,19344275,0.000000906151006332,,0x7c95d0cd038e06c4152a37325d48aed406006fe3,0x7fdb235dd166c16e82b06ab28bb1db6d85221e83
0x020003d7c71633bc48859705cb523f0837142c370c6cfaf7bec006ac099b6de4,19368544,0.000042063,,0xb23360ccdd9ed1b15d45e5d3824bb409c8d7c460,0x892ee202e610afc67abb75e87ba41bbcffdeabc5
0x022b9ea99dfc1c5e016fedaae5991eade53773d4ce301f287d5c88ac26f71a29,19409766,0.000021,,0x6081258689a75d253d87ce902a8de3887239fe80,0x0faa1fbd56849a65f42f775fd2688c32c6b4b726
0x0235224d87ba5eeb8bacdb6d77ee469537ed1471ae3bc902d4ec2599124a3b4d,19344601,0.000021,,0x6081258689a75d253d87ce902a8de3887239fe80,0x01512aa0c230d4d55c26839849c665467d707d9b
0x02391578942d822830983b31980cfa719670d420e49da2a533c1e9f2654384e9,19447933,0.000042,,0x3ab28ecedea6cdb6feed398e93ae8c7b316b1182,0x119b2441f83bd8d978adb220f1f42eaf94f74b8a
0x0256c5bcb1e0da801a797f0fd670c3e7154d43490b36785a5bbd845732d6c29d,19382268,0.0000525,,0x60b67eae87b30cb012b2524547110265994b4f48,0x71be2e5580a21f9171d77e31dc98c422244d16f5
0x027c6130ea8cc77e1a4c715554a2027b0125e5463fc91fa3ee1bf9e9cabf622f,19449194,0.000296525367783437,,0x9d26af5d1170c2d613cab957762019cee8943c72,0x49048044d57e1c92a77f79988d21fa8faf74e97e
0x02954aa26f10ee151f7bc204f447af49315c9f7663f3380d1008e04587ba6ced,19461291,0.000068938,,0x7c4ca719ba706e39ea98932c1e4e67e738c3ea63,0xfe0c30065b384f05761f15d0cc899d4f9f9cc0eb
0x02a2390d8339ba4eb01f01f8f744ae0092adaab9a95403684a7bd161873e6599,19347476,0.00000665984789484,,0x5933518a4f86e86af7cddf0d82cb0cff0f87587a,0x3fc91a3afd70395cd496c647d5a6cc9d4b2b7fad
0x02af2aee04753f3da12e8390256eabdd46c97fb7f4ad91080d68a2c05d701a10,19382268,0.00143808489561735,,0x1945db89eeb4e47e94cc805731a5efd12278aae9,0xca14007eff0db1f8135f4c25b34de49ab0d42766
0x02b4c96b775245e8df3b882932cb1ccf032be06b6adf92ab6ac44f0e9c94be5d,19383293,0.000097406018136,,0x1ab4973a48dc892cd9971ece8e01dcc7688f8f23,0xbd8a148ba5e8a79d5b0498c72f7f5ff829c73f4c
0x02bbda0e1824d23da5b9089266c522b8e6d2534002a51094ba43b8d222a9f6f7,19409766,0.000126442,,0x3d55ccb2a943d88d39dd2e62daf767c69fd0179f,0xdac17f958d2ee523a2206206994597c13d831ec7
0x02c399d769b535f164a2565c1d9eabc1fe99c109e604c596309519ef51e89318,19344601,0.000042,,0x808d0aee8db7e7c74faf4b264333afe8c9ccdba4,0xa8c302c7294496b8c89b42acc00fd7667906cd29
0x02d20e095686e4a6a5aef39248219790fd4e9fbeb5ae60d94893be7a6623e5a9,19347513,0.000226652966274,,0x4f6a339559b0061337562c7d9fdc5fc6f8e104e7,0x5e255d7c18419156068ee4caa836f535b900a4d0
